180,92
184,92
188,92
192,92
196,92
200,92
204,92
208,92
156,96
160,96
164,96
168,96
172,96
176,96
180,96
184,96
188,96
192,96
196,96
200,96
204,96
208,96
212,96
216,96
220,96
224,96
228,96
144,100
148,100
152,100
156,100
160,100
164,100
168,100
172,100
176,100
180,100
184,100
188,100
192,100
196,100
200,100
204,100
208,100
212,100
216,100
220,100
224,100
228,100
232,100
236,100
240,100
140,104
144,104
148,104
152,104
156,104
160,104
164,104
168,104
172,104
176,104
180,104
184,104
188,104
192,104
196,104
200,104
204,104
208,104
212,104
216,104
220,104
224,104
228,104
232,104
236,104
240,104
244,104
248,104
132,108
136,108
140,108
144,108
148,108
152,108
156,108
160,108
164,108
168,108
172,108
176,108
180,108
184,108
188,108
192,108
196,108
200,108
204,108
208,108
212,108
216,108
220,108
224,108
228,108
232,108
236,108
240,108
244,108
248,108
252,108
128,112
132,112
136,112
140,112
144,112
148,112
152,112
156,112
160,112
164,112
168,112
172,112
176,112
180,112
184,112
188,112
192,112
196,112
200,112
204,112
208,112
212,112
216,112
220,112
224,112
228,112
232,112
236,112
240,112
244,112
248,112
252,112
256,112
128,116
132,116
136,116
140,116
144,116
148,116
152,116
156,116
160,116
228,116
232,116
236,116
240,116
244,116
248,116
252,116
256,116
260,116
124,120
128,120
132,120
136,120
140,120
144,120
148,120
152,120
232,120
236,120
240,120
244,120
248,120
252,120
256,120
260,120
124,124
128,124
132,124
136,124
140,124
144,124
148,124
236,124
240,124
244,124
248,124
252,124
256,124
260,124
264,124
124,128
128,128
132,128
136,128
140,128
144,128
148,128
236,128
240,128
244,128
248,128
252,128
256,128
260,128
264,128
124,132
128,132
132,132
136,132
140,132
144,132
148,132
236,132
240,132
244,132
248,132
252,132
256,132
260,132
264,132
124,136
128,136
132,136
136,136
140,136
144,136
148,136
152,136
236,136
240,136
244,136
248,136
252,136
256,136
260,136
128,140
132,140
136,140
140,140
144,140
148,140
152,140
156,140
232,140
236,140
240,140
244,140
248,140
252,140
256,140
260,140
128,144
132,144
136,144
140,144
144,144
148,144
152,144
156,144
160,144
164,144
168,144
216,144
220,144
224,144
228,144
232,144
236,144
240,144
244,144
248,144
252,144
256,144
260,144
132,148
136,148
140,148
144,148
148,148
152,148
156,148
160,148
164,148
168,148
172,148
176,148
180,148
184,148
188,148
